# Electric potential slice
# Axis: z at index 20
# x(m)	y(m)	V(volts)
-0.425	-0.325	-17302.7
-0.425	-0.3	-16462.5
-0.425	-0.275	-11775.2
-0.425	-0.25	-13110.1
-0.425	-0.225	-11639.3
-0.425	-0.2	-9738.78
-0.425	-0.175	-12989.1
-0.425	-0.15	-33871.6
-0.425	-0.125	-38724.1
-0.425	-0.1	-36104.8
-0.425	-0.075	-42206.9
-0.425	-0.05	-40448.4
-0.425	-0.025	-35230.1
-0.425	0	-18078.7
-0.425	0.025	-21694.6
-0.425	0.05	-12381.6
-0.425	0.075	-14001.6
-0.425	0.1	-19826.9
-0.425	0.125	-23606.6
-0.425	0.15	-15437.7
-0.425	0.175	-15453.9
-0.425	0.2	-11489
-0.425	0.225	-5919.26
-0.425	0.25	20824.2
-0.425	0.275	18665.2
-0.425	0.3	14164.6
-0.425	0.325	10452.1
-0.425	0.35	7285.04
-0.425	0.375	-1143.36
-0.425	0.4	-6755.24
-0.425	0.425	-13837.3
-0.425	0.45	-4057.07
-0.425	0.475	-3963.52
-0.425	0.5	0

-0.4	-0.5	0
-0.4	-0.475	5084.1
-0.4	-0.45	6293.93
-0.4	-0.425	219.547
-0.4	-0.4	-6342.13
-0.4	-0.375	-12397.9
-0.4	-0.35	-7015.42
-0.4	-0.325	-9364.93
-0.4	-0.3	-13748.6
-0.4	-0.275	-12106.2
-0.4	-0.25	-14394.1
-0.4	-0.225	-8863.59
-0.4	-0.2	-15372.2
-0.4	-0.175	-30007.9
-0.4	-0.15	-47021.5
-0.4	-0.125	-41175
-0.4	-0.1	-38689.6
-0.4	-0.075	-34947.5
-0.4	-0.05	-31281.6
-0.4	-0.025	-22855.2
-0.4	0	-17588.6
-0.4	0.025	-19051.2
-0.4	0.05	-17668.1
-0.4	0.075	-12876.2
-0.4	0.1	-10394.2
-0.4	0.125	-28301.2
-0.4	0.15	-20532.7
-0.4	0.175	-16029.2
-0.4	0.2	-13372.8
-0.4	0.225	1462.85
-0.4	0.25	16433.1
-0.4	0.275	21805.1
-0.4	0.3	6224.85
-0.4	0.325	4576.81
-0.4	0.35	2278.25
-0.4	0.375	-4570.68
-0.4	0.4	-9675.44
-0.4	0.425	-5779.03
-0.4	0.45	-3163.8
-0.4	0.475	-4249.24
-0.4	0.5	0

-0.375	-0.5	0
-0.375	-0.475	6415.26
-0.375	-0.45	-308.006
-0.375	-0.425	711.03
-0.375	-0.4	-12397.9
-0.375	-0.375	-7762.65
-0.375	-0.35	-7116.54
-0.375	-0.325	-4865.61
-0.375	-0.3	-7797.23
-0.375	-0.275	-13828.4
-0.375	-0.25	-10919.8
-0.375	-0.225	-10448.7
-0.375	-0.2	-36398.8
-0.375	-0.175	-47191.2
-0.375	-0.15	-31468.8
-0.375	-0.125	-29619.9
-0.375	-0.1	-26356.4
-0.375	-0.075	-19643.8
-0.375	-0.05	-20303.5
-0.375	-0.025	-18017.1
-0.375	0	-17933
-0.375	0.025	-26033.8
-0.375	0.05	-7415.71
-0.375	0.075	-3056.89
-0.375	0.1	-8575.21
-0.375	0.125	-28504.9
-0.375	0.15	-31616.5
-0.375	0.175	-24837.1
-0.375	0.2	-16699.7
-0.375	0.225	-1756.49
-0.375	0.25	15918.6
-0.375	0.275	18744.5
-0.375	0.3	2940.62
-0.375	0.325	14075.5
-0.375	0.35	38.5185
-0.375	0.375	-15082
-0.375	0.4	-13084
-0.375	0.425	-7978.62
-0.375	0.45	-1984.93
-0.375	0.475	-8311.26
-0.375	0.5	0

-0.35	-0.5	0
-0.35	-0.475	8112.56
-0.35	-0.45	-2730.8
-0.35	-0.425	-1890.03
-0.35	-0.4	-7015.42
-0.35	-0.375	-7116.54
-0.35	-0.35	8024.74
-0.35	-0.325	-1745.64
-0.35	-0.3	-28807.5
-0.35	-0.275	-22915.5
-0.35	-0.25	-16193
-0.35	-0.225	-32381.2
-0.35	-0.2	-31861.1
-0.35	-0.175	-40570.8
-0.35	-0.15	-27367
-0.35	-0.125	-21368.6
-0.35	-0.1	-33198.5
-0.35	-0.075	-26715.2
-0.35	-0.05	-26773.9
-0.35	-0.025	-25873.8
-0.35	0	-19113.1
-0.35	0.025	-18831.5
-0.35	0.05	-2639.98
-0.35	0.075	-10493.3
-0.35	0.1	-13671.1
-0.35	0.125	-22480.2
-0.35	0.15	-28458.5
-0.35	0.175	-27054.3
-0.35	0.2	-1946.35
-0.35	0.225	5527.07
-0.35	0.25	8796.44
-0.35	0.275	8244.52
-0.35	0.3	-1711.61
-0.35	0.325	5897.2
-0.35	0.35	-3077.76
-0.35	0.375	-12414.7
-0.35	0.4	-10286
-0.35	0.425	648.151
-0.35	0.45	-1006.22
-0.35	0.475	-962.526
-0.35	0.5	0

-0.325	-0.5	0
-0.325	-0.475	874.505
-0.325	-0.45	-8966.17
-0.325	-0.425	-17302.7
-0.325	-0.4	-9364.93
-0.325	-0.375	-4865.61
-0.325	-0.35	-1745.64
-0.325	-0.325	-14692.7
-0.325	-0.3	-22847.8
-0.325	-0.275	-7244.42
-0.325	-0.25	-17203.9
-0.325	-0.225	-28511.1
-0.325	-0.2	-28085.3
-0.325	-0.175	-30904.5
-0.325	-0.15	-20190.1
-0.325	-0.125	-26485.6
-0.325	-0.1	-17741.6
-0.325	-0.075	-18721.4
-0.325	-0.05	-13784.4
-0.325	-0.025	-13833
-0.325	0	-9531.31
-0.325	0.025	-6795.36
-0.325	0.05	-14550.8
-0.325	0.075	-21036.5
-0.325	0.1	-11205
-0.325	0.125	-10288.4
-0.325	0.15	-9386.45
-0.325	0.175	-7962.46
-0.325	0.2	12783.2
-0.325	0.225	7511.08
-0.325	0.25	287.247
-0.325	0.275	7865.31
-0.325	0.3	10389.1
-0.325	0.325	4337.48
-0.325	0.35	570.721
-0.325	0.375	-2788.72
-0.325	0.4	-581.997
-0.325	0.425	-2248.45
-0.325	0.45	-739.966
-0.325	0.475	-1268.67
-0.325	0.5	0

-0.3	-0.5	0
-0.3	-0.475	-2720.08
-0.3	-0.45	-8442.78
-0.3	-0.425	-16462.5
-0.3	-0.4	-13748.6
-0.3	-0.375	-7797.23
-0.3	-0.35	-28807.5
-0.3	-0.325	-22847.8
-0.3	-0.3	-15489
-0.3	-0.275	-4312.16
-0.3	-0.25	-9643.19
-0.3	-0.225	-21730.3
-0.3	-0.2	-28714.3
-0.3	-0.175	-23915
-0.3	-0.15	-13068
-0.3	-0.125	-7752.42
-0.3	-0.1	-14952.5
-0.3	-0.075	-16200.5
-0.3	-0.05	-11987.6
-0.3	-0.025	-10460.2
-0.3	0	-11842.1
-0.3	0.025	-15202.1
-0.3	0.05	-28056.5
-0.3	0.075	-20683.3
-0.3	0.1	-10374.2
-0.3	0.125	-12081
-0.3	0.15	-14249.3
-0.3	0.175	-2317.5
-0.3	0.2	9936.24
-0.3	0.225	-135.769
-0.3	0.25	3900.27
-0.3	0.275	13436.2
-0.3	0.3	12468
-0.3	0.325	16045.6
-0.3	0.35	17212.1
-0.3	0.375	15891.2
-0.3	0.4	17355.5
-0.3	0.425	13297
-0.3	0.45	10455.7
-0.3	0.475	5240.91
-0.3	0.5	0

-0.275	-0.5	0
-0.275	-0.475	-103.511
-0.275	-0.45	-9959.5
-0.275	-0.425	-11775.2
-0.275	-0.4	-12106.2
-0.275	-0.375	-13828.4
-0.275	-0.35	-22915.5
-0.275	-0.325	-7244.42
-0.275	-0.3	-4312.16
-0.275	-0.275	-7071.21
-0.275	-0.25	-24616
-0.275	-0.225	-28502.2
-0.275	-0.2	-29430.8
-0.275	-0.175	-26180
-0.275	-0.15	-19266.4
-0.275	-0.125	-19902
-0.275	-0.1	-33351.6
-0.275	-0.075	-23424.7
-0.275	-0.05	-7662.18
-0.275	-0.025	304.056
-0.275	0	-8086.42
-0.275	0.025	-19681.2
-0.275	0.05	-14569.7
-0.275	0.075	-4878.64
-0.275	0.1	-7022
-0.275	0.125	-15238.8
-0.275	0.15	-1024.57
-0.275	0.175	14903
-0.275	0.2	11910.1
-0.275	0.225	-764.17
-0.275	0.25	11019.2
-0.275	0.275	4096.41
-0.275	0.3	19342.1
-0.275	0.325	28575.2
-0.275	0.35	20525
-0.275	0.375	26478.7
-0.275	0.4	24249.8
-0.275	0.425	19935.9
-0.275	0.45	15460.7
-0.275	0.475	4826.36
-0.275	0.5	0

-0.25	-0.5	0
-0.25	-0.475	-2134.43
-0.25	-0.45	-4920.07
-0.25	-0.425	-13110.1
-0.25	-0.4	-14394.1
-0.25	-0.375	-10919.8
-0.25	-0.35	-16193
-0.25	-0.325	-17203.9
-0.25	-0.3	-9643.19
-0.25	-0.275	-24616
-0.25	-0.25	-36489
-0.25	-0.225	-28548.9
-0.25	-0.2	-26260.3
-0.25	-0.175	-29772.1
-0.25	-0.15	-26400.9
-0.25	-0.125	-31911.5
-0.25	-0.1	-32453.9
-0.25	-0.075	-11608.1
-0.25	-0.05	-2513.05
-0.25	-0.025	4940.03
-0.25	0	-0.5
-0.25	0.025	-5490.34
-0.25	0.05	-7301.69
-0.25	0.075	-14744.6
-0.25	0.1	-15262.2
-0.25	0.125	-11528.6
-0.25	0.15	-243.208
-0.25	0.175	10242.8
-0.25	0.2	-4693.67
-0.25	0.225	-945.328
-0.25	0.25	20265.6
-0.25	0.275	15658.5
-0.25	0.3	26761.5
-0.25	0.325	28944.5
-0.25	0.35	22585.9
-0.25	0.375	17404.4
-0.25	0.4	19254.8
-0.25	0.425	16462.9
-0.25	0.45	22797.4
-0.25	0.475	16009.6
-0.25	0.5	0

-0.225	-0.5	0
-0.225	-0.475	581.943
-0.225	-0.45	-3903.62
-0.225	-0.425	-11639.3
-0.225	-0.4	-8863.59
-0.225	-0.375	-10448.7
-0.225	-0.35	-32381.2
-0.225	-0.325	-28511.1
-0.225	-0.3	-21730.3
-0.225	-0.275	-28502.2
-0.225	-0.25	-28548.9
-0.225	-0.225	-25904.6
-0.225	-0.2	-13885
-0.225	-0.175	-26420.4
-0.225	-0.15	-21937.6
-0.225	-0.125	-19926.7
-0.225	-0.1	-19141.6
-0.225	-0.075	-10705.7
-0.225	-0.05	-9564.73
-0.225	-0.025	-825.562
-0.225	0	-5601.21
-0.225	0.025	-2726.83
-0.225	0.05	-9332.7
-0.225	0.075	-8470.56
-0.225	0.1	-7461.13
-0.225	0.125	-4207.29
-0.225	0.15	-5022.71
-0.225	0.175	524.067
-0.225	0.2	5608.25
-0.225	0.225	5983.67
-0.225	0.25	12728.9
-0.225	0.275	6267.16
-0.225	0.3	20198.4
-0.225	0.325	18935.7
-0.225	0.35	18588.5
-0.225	0.375	4934.63
-0.225	0.4	15813.9
-0.225	0.425	22469
-0.225	0.45	7609.2
-0.225	0.475	-6629.64
-0.225	0.5	0

-0.2	-0.5	0
-0.2	-0.475	3437.7
-0.2	-0.45	-6012.7
-0.2	-0.425	-9738.78
-0.2	-0.4	-15372.2
-0.2	-0.375	-36398.8
-0.2	-0.35	-31861.1
-0.2	-0.325	-28085.3
-0.2	-0.3	-28714.3
-0.2	-0.275	-29430.8
-0.2	-0.25	-26260.3
-0.2	-0.225	-13885
-0.2	-0.2	-16035.8
-0.2	-0.175	-10404
-0.2	-0.15	-4619.89
-0.2	-0.125	-16812.2
-0.2	-0.1	-6682.71
-0.2	-0.075	4000.96
-0.2	-0.05	-3146.44
-0.2	-0.025	5274.44
-0.2	0	5372.97
-0.2	0.025	-2659.25
-0.2	0.05	4835.21
-0.2	0.075	-9805.19
-0.2	0.1	-8522.62
-0.2	0.125	-16972.5
-0.2	0.15	-6469.11
-0.2	0.175	-8056.88
-0.2	0.2	-319.968
-0.2	0.225	-6355.59
-0.2	0.25	711.262
-0.2	0.275	8100.49
-0.2	0.3	7677.83
-0.2	0.325	11910.3
-0.2	0.35	11876.7
-0.2	0.375	10460.4
-0.2	0.4	14599.2
-0.2	0.425	8710.44
-0.2	0.45	-6369.65
-0.2	0.475	-6513.68
-0.2	0.5	0

-0.175	-0.5	0
-0.175	-0.475	-1154.09
-0.175	-0.45	-11459.8
-0.175	-0.425	-12989.1
-0.175	-0.4	-30007.9
-0.175	-0.375	-47191.2
-0.175	-0.35	-40570.8
-0.175	-0.325	-30904.5
-0.175	-0.3	-23915
-0.175	-0.275	-26180
-0.175	-0.25	-29772.1
-0.175	-0.225	-26420.4
-0.175	-0.2	-10404
-0.175	-0.175	1056.48
-0.175	-0.15	-15922.4
-0.175	-0.125	-16245.7
-0.175	-0.1	-10294.1
-0.175	-0.075	-5395.93
-0.175	-0.05	-10746.7
-0.175	-0.025	-81.0033
-0.175	0	745.486
-0.175	0.025	-1221.63
-0.175	0.05	-1568.35
-0.175	0.075	-24268.1
-0.175	0.1	-17120.3
-0.175	0.125	-18683.2
-0.175	0.15	-16992.4
-0.175	0.175	-11111
-0.175	0.2	-16200.5
-0.175	0.225	-20195.7
-0.175	0.25	-9060.19
-0.175	0.275	-2682.11
-0.175	0.3	-5204.86
-0.175	0.325	7384.85
-0.175	0.35	6803.15
-0.175	0.375	8235.4
-0.175	0.4	7473.43
-0.175	0.425	17911.3
-0.175	0.45	12453.8
-0.175	0.475	4990.59
-0.175	0.5	0

-0.15	-0.5	0
-0.15	-0.475	-8044.45
-0.15	-0.45	-19539.2
-0.15	-0.425	-33871.6
-0.15	-0.4	-47021.5
-0.15	-0.375	-31468.8
-0.15	-0.35	-27367
-0.15	-0.325	-20190.1
-0.15	-0.3	-13068
-0.15	-0.275	-19266.4
-0.15	-0.25	-26400.9
-0.15	-0.225	-21937.6
-0.15	-0.2	-4619.89
-0.15	-0.175	-15922.4
-0.15	-0.15	-25455.4
-0.15	-0.125	-12820.3
-0.15	-0.1	-12350.9
-0.15	-0.075	-11248
-0.15	-0.05	-16734
-0.15	-0.025	-34699.6
-0.15	0	-22007.4
-0.15	0.025	-5902.65
-0.15	0.05	-5750.7
-0.15	0.075	-13960
-0.15	0.1	-18971.7
-0.15	0.125	-23325.5
-0.15	0.15	-31234.4
-0.15	0.175	-29384.1
-0.15	0.2	-22874.4
-0.15	0.225	-21683.2
-0.15	0.25	-2082.71
-0.15	0.275	2164.66
-0.15	0.3	-3353.18
-0.15	0.325	262.386
-0.15	0.35	15513.7
-0.15	0.375	11993.4
-0.15	0.4	8507.88
-0.15	0.425	17874.8
-0.15	0.45	17030.4
-0.15	0.475	4992.76
-0.15	0.5	0

-0.125	-0.5	0
-0.125	-0.475	-12163
-0.125	-0.45	-36751.5
-0.125	-0.425	-38724.1
-0.125	-0.4	-41175
-0.125	-0.375	-29619.9
-0.125	-0.35	-21368.6
-0.125	-0.325	-26485.6
-0.125	-0.3	-7752.42
-0.125	-0.275	-19902
-0.125	-0.25	-31911.5
-0.125	-0.225	-19926.7
-0.125	-0.2	-16812.2
-0.125	-0.175	-16245.7
-0.125	-0.15	-12820.3
-0.125	-0.125	-6108.75
-0.125	-0.1	-3565.83
-0.125	-0.075	-14639.3
-0.125	-0.05	-25924.7
-0.125	-0.025	-10017.6
-0.125	0	1871.96
-0.125	0.025	7025.63
-0.125	0.05	-11564.4
-0.125	0.075	-13351.2
-0.125	0.1	-22684.5
-0.125	0.125	-23613.4
-0.125	0.15	-25139.8
-0.125	0.175	-28725.1
-0.125	0.2	-17679.6
-0.125	0.225	-14632.3
-0.125	0.25	-8679.06
-0.125	0.275	-5105.61
-0.125	0.3	440.562
-0.125	0.325	10363.3
-0.125	0.35	10762.2
-0.125	0.375	14623.1
-0.125	0.4	6882.69
-0.125	0.425	24968.4
-0.125	0.45	15997.9
-0.125	0.475	6175.2
-0.125	0.5	0

-0.1	-0.5	0
-0.1	-0.475	-5684.81
-0.1	-0.45	-21950.4
-0.1	-0.425	-36104.8
-0.1	-0.4	-38689.6
-0.1	-0.375	-26356.4
-0.1	-0.35	-33198.5
-0.1	-0.325	-17741.6
-0.1	-0.3	-14952.5
-0.1	-0.275	-33351.6
-0.1	-0.25	-32453.9
-0.1	-0.225	-19141.6
-0.1	-0.2	-6682.71
-0.1	-0.175	-10294.1
-0.1	-0.15	-12350.9
-0.1	-0.125	-3565.83
-0.1	-0.1	-11314
-0.1	-0.075	-16439.1
-0.1	-0.05	-8759.17
-0.1	-0.025	407.112
-0.1	0	0.25
-0.1	0.025	-2268.33
-0.1	0.05	-2793.23
-0.1	0.075	-13305.4
-0.1	0.1	-29009.6
-0.1	0.125	-21833.2
-0.1	0.15	-33672.7
-0.1	0.175	-28468.5
-0.1	0.2	-18673.4
-0.1	0.225	-5108.39
-0.1	0.25	-3677.22
-0.1	0.275	-7217.63
-0.1	0.3	-8408.13
-0.1	0.325	-560.53
-0.1	0.35	10891
-0.1	0.375	18240.1
-0.1	0.4	21094.1
-0.1	0.425	27247.5
-0.1	0.45	21983.4
-0.1	0.475	2957.73
-0.1	0.5	0

-0.075	-0.5	0
-0.075	-0.475	-6382.76
-0.075	-0.45	-22686.8
-0.075	-0.425	-42206.9
-0.075	-0.4	-34947.5
-0.075	-0.375	-19643.8
-0.075	-0.35	-26715.2
-0.075	-0.325	-18721.4
-0.075	-0.3	-16200.5
-0.075	-0.275	-23424.7
-0.075	-0.25	-11608.1
-0.075	-0.225	-10705.7
-0.075	-0.2	4000.96
-0.075	-0.175	-5395.93
-0.075	-0.15	-11248
-0.075	-0.125	-14639.3
-0.075	-0.1	-16439.1
-0.075	-0.075	-4078.3
-0.075	-0.05	0.25
-0.075	-0.025	0.25
-0.075	0	0.25
-0.075	0.025	0.25
-0.075	0.05	0.25
-0.075	0.075	-15355.6
-0.075	0.1	-21006
-0.075	0.125	-8605.97
-0.075	0.15	-29740.1
-0.075	0.175	-16340.2
-0.075	0.2	-18363
-0.075	0.225	-13436.4
-0.075	0.25	-18171.8
-0.075	0.275	-8024.25
-0.075	0.3	-10251
-0.075	0.325	-3742.99
-0.075	0.35	15737
-0.075	0.375	15744.9
-0.075	0.4	22042.9
-0.075	0.425	21227.7
-0.075	0.45	8171.73
-0.075	0.475	3800.22
-0.075	0.5	0

-0.05	-0.5	0
-0.05	-0.475	-12344.1
-0.05	-0.45	-26511.9
-0.05	-0.425	-40448.4
-0.05	-0.4	-31281.6
-0.05	-0.375	-20303.5
-0.05	-0.35	-26773.9
-0.05	-0.325	-13784.4
-0.05	-0.3	-11987.6
-0.05	-0.275	-7662.18
-0.05	-0.25	-2513.05
-0.05	-0.225	-9564.73
-0.05	-0.2	-3146.44
-0.05	-0.175	-10746.7
-0.05	-0.15	-16734
-0.05	-0.125	-25924.7
-0.05	-0.1	-8759.17
-0.05	-0.075	0.25
-0.05	-0.05	0.25
-0.05	-0.025	0.25
-0.05	0	0.25
-0.05	0.025	0.25
-0.05	0.05	0.25
-0.05	0.075	0.25
-0.05	0.1	-19860
-0.05	0.125	-35405.1
-0.05	0.15	-31256.1
-0.05	0.175	-34609
-0.05	0.2	-31051.1
-0.05	0.225	-26175.2
-0.05	0.25	-26905.3
-0.05	0.275	-22324
-0.05	0.3	-13259.7
-0.05	0.325	3495.5
-0.05	0.35	11216
-0.05	0.375	15901.9
-0.05	0.4	21080.5
-0.05	0.425	17668.9
-0.05	0.45	14804.8
-0.05	0.475	7961.95
-0.05	0.5	0

-0.025	-0.5	0
-0.025	-0.475	-12619.5
-0.025	-0.45	-25588.9
-0.025	-0.425	-35230.1
-0.025	-0.4	-22855.2
-0.025	-0.375	-18017.1
-0.025	-0.35	-25873.8
-0.025	-0.325	-13833
-0.025	-0.3	-10460.2
-0.025	-0.275	304.056
-0.025	-0.25	4940.03
-0.025	-0.225	-825.562
-0.025	-0.2	5274.44
-0.025	-0.175	-81.0033
-0.025	-0.15	-34699.6
-0.025	-0.125	-10017.6
-0.025	-0.1	407.112
-0.025	-0.075	0.25
-0.025	-0.05	0.25
-0.025	-0.025	0.25
-0.025	0	0.25
-0.025	0.025	0.25
-0.025	0.05	0.25
-0.025	0.075	0.25
-0.025	0.1	-30365.4
-0.025	0.125	-40316.6
-0.025	0.15	-38231.6
-0.025	0.175	-31497.4
-0.025	0.2	-30875
-0.025	0.225	-31875.2
-0.025	0.25	-35514.8
-0.025	0.275	-27520.3
-0.025	0.3	-8295.59
-0.025	0.325	260.591
-0.025	0.35	8171.63
-0.025	0.375	26774.8
-0.025	0.4	30884.5
-0.025	0.425	28610.4
-0.025	0.45	25507
-0.025	0.475	7451.41
-0.025	0.5	0

0	-0.5	0
0	-0.475	2293.19
0	-0.45	-20663.2
0	-0.425	-18078.7
0	-0.4	-17588.6
0	-0.375	-17933
0	-0.35	-19113.1
0	-0.325	-9531.31
0	-0.3	-11842.1
0	-0.275	-8086.42
0	-0.25	-0.5
0	-0.225	-5601.21
0	-0.2	5372.97
0	-0.175	745.486
0	-0.15	-22007.4
0	-0.125	1871.96
0	-0.1	0.25
0	-0.075	0.25
0	-0.05	0.25
0	-0.025	0.25
0	0	0.25
0	0.025	0.25
0	0.05	0.25
0	0.075	0.25
0	0.1	-30625.5
0	0.125	-34887.3
0	0.15	-33892.2
0	0.175	-23155.2
0	0.2	-31755.2
0	0.225	-38072.3
0	0.25	0.5
0	0.275	-18679.3
0	0.3	-4064.46
0	0.325	-2498.54
0	0.35	9886.22
0	0.375	29430.3
0	0.4	38551.8
0	0.425	37691.4
0	0.45	27950.8
0	0.475	12961.5
0	0.5	0

0.025	-0.5	0
0.025	-0.475	-10653.2
0.025	-0.45	-19599.5
0.025	-0.425	-21694.6
0.025	-0.4	-19051.2
0.025	-0.375	-26033.8
0.025	-0.35	-18831.5
0.025	-0.325	-6795.36
0.025	-0.3	-15202.1
0.025	-0.275	-19681.2
0.025	-0.25	-5490.34
0.025	-0.225	-2726.83
0.025	-0.2	-2659.25
0.025	-0.175	-1221.63
0.025	-0.15	-5902.65
0.025	-0.125	7025.63
0.025	-0.1	-2268.33
0.025	-0.075	0.25
0.025	-0.05	0.25
0.025	-0.025	0.25
0.025	0	0.25
0.025	0.025	0.25
0.025	0.05	0.25
0.025	0.075	0.25
0.025	0.1	-24026.6
0.025	0.125	-29267.7
0.025	0.15	-24329.1
0.025	0.175	-25785
0.025	0.2	-33415.9
0.025	0.225	-39945.4
0.025	0.25	-20281.9
0.025	0.275	1049.17
0.025	0.3	10603.1
0.025	0.325	11232.8
0.025	0.35	19550.8
0.025	0.375	42090.2
0.025	0.4	52680.1
0.025	0.425	42217.5
0.025	0.45	41948.7
0.025	0.475	23114.8
0.025	0.5	0

0.05	-0.5	0
0.05	-0.475	-10084.9
0.05	-0.45	-11844.9
0.05	-0.425	-12381.6
0.05	-0.4	-17668.1
0.05	-0.375	-7415.71
0.05	-0.35	-2639.98
0.05	-0.325	-14550.8
0.05	-0.3	-28056.5
0.05	-0.275	-14569.7
0.05	-0.25	-7301.69
0.05	-0.225	-9332.7
0.05	-0.2	4835.21
0.05	-0.175	-1568.35
0.05	-0.15	-5750.7
0.05	-0.125	-11564.4
0.05	-0.1	-2793.23
0.05	-0.075	0.25
0.05	-0.05	0.25
0.05	-0.025	0.25
0.05	0	0.25
0.05	0.025	0.25
0.05	0.05	0.25
0.05	0.075	0.25
0.05	0.1	-27127.7
0.05	0.125	-37094.9
0.05	0.15	-32778.1
0.05	0.175	-14661.7
0.05	0.2	-16495.5
0.05	0.225	-11988.8
0.05	0.25	-4952.11
0.05	0.275	12959.1
0.05	0.3	18831.4
0.05	0.325	22644.1
0.05	0.35	21458
0.05	0.375	41430.6
0.05	0.4	39486.1
0.05	0.425	34758.5
0.05	0.45	25059.1
0.05	0.475	9860.93
0.05	0.5	0

0.075	-0.5	0
0.075	-0.475	-12405.9
0.075	-0.45	-19183.3
0.075	-0.425	-14001.6
0.075	-0.4	-12876.2
0.075	-0.375	-3056.89
0.075	-0.35	-10493.3
0.075	-0.325	-21036.5
0.075	-0.3	-20683.3
0.075	-0.275	-4878.64
0.075	-0.25	-14744.6
0.075	-0.225	-8470.56
0.075	-0.2	-9805.19
0.075	-0.175	-24268.1
0.075	-0.15	-13960
0.075	-0.125	-13351.2
0.075	-0.1	-13305.4
0.075	-0.075	-15355.6
0.075	-0.05	0.25
0.075	-0.025	0.25
0.075	0	0.25
0.075	0.025	0.25
0.075	0.05	0.25
0.075	0.075	-15542.3
0.075	0.1	-35244.5
