1.50893,1.86196
1.49422,1.8487
1.49755,1.85451
1.49234,1.84568
1.47665,1.8424
1.46217,1.83436
1.44225,1.82705
1.45233,1.81831
1.45985,1.81608
1.44899,1.8144
1.44255,1.81078
1.44399,1.80258
1.44766,1.79354
1.43689,1.78889
1.44431,1.78766
1.41395,1.78025
1.41828,1.77779
1.42538,1.76877
1.43723,1.76445
1.41329,1.74831
1.39884,1.75377
1.40018,1.74823
1.37921,1.73955
1.35759,1.73647
1.33854,1.72578
1.33662,1.72487
1.32285,1.71505
1.32759,1.71453
1.33224,1.7134
1.30354,1.69761
1.29446,1.69179
1.28073,1.68317
1.28011,1.68254
1.25646,1.67759
1.2706,1.68301
1.25415,1.66475
1.24987,1.66081
1.26287,1.65555
1.28471,1.64468
1.30067,1.64492
1.28014,1.64217
1.25733,1.62865
1.24994,1.62445
1.25882,1.6175
1.24274,1.61793
1.21315,1.60639
1.22585,1.60437
1.21648,1.59251
1.22661,1.59697
1.2037,1.58268
1.229,1.58912
1.18095,1.57502
1.17856,1.57431
1.1651,1.55734
1.19291,1.56713
1.19765,1.55906
1.17521,1.55173
1.14844,1.54674
1.15495,1.54209
1.16204,1.53459
1.1743,1.53379
1.16286,1.52267
1.13867,1.51597
1.16495,1.51414
1.14923,1.51529
1.13166,1.50437
1.13054,1.49697
1.11416,1.49054
1.10189,1.48873
1.1064,1.48275
1.0646,1.46915
1.06376,1.46476
1.07162,1.46332
1.08875,1.45522
1.08904,1.45907
1.07357,1.44564
1.04506,1.4419
1.01806,1.44362
1.00438,1.4233
1.00413,1.42879
0.998474,1.41996
0.999354,1.41509
1.00423,1.41025
1.00997,1.40015
0.999561,1.39563
1.00714,1.39688
0.990861,1.39301
0.97827,1.37665
0.967756,1.38245
0.945808,1.36674
0.95313,1.36505
0.971221,1.36651
0.946326,1.35725
0.942772,1.34953
0.944277,1.34459
0.930771,1.34046
0.935609,1.33524
0.948192,1.32909
0.932318,1.3224
0.916652,1.32342
0.887153,1.30413
0.903994,1.30735
0.909449,1.29742
0.905112,1.29053
0.896892,1.28433
0.883293,1.28815
0.854029,1.27459
0.866744,1.27462
0.877257,1.27336
0.852588,1.26322
0.851357,1.25277
0.862862,1.24893
0.836821,1.23986
0.866235,1.24291
0.835864,1.22741
0.824435,1.22875
0.812623,1.2175
0.800227,1.21584
0.787256,1.20717
0.791602,1.20164
0.781818,1.19414
0.782416,1.19454
0.777971,1.18289
0.762069,1.18787
0.723273,1.17682
0.725627,1.17293
0.712392,1.16845
0.698218,1.16342
0.698462,1.14658
0.714721,1.15062
0.675552,1.141
0.688732,1.14134
0.707837,1.13942
0.710766,1.12582
0.676335,1.11885
0.694634,1.11863
0.694288,1.1111
0.67163,1.10405
0.677653,1.10268
0.677589,1.09579
0.667586,1.09029
0.671618,1.08919
0.629434,1.07851
0.618064,1.07062
0.61841,1.07228
