time,object,x,y,z
2.66119,Jupiter,-2.13756,-2.48582,0
2.66393,Sun,-2.91478,-4.63207,0
2.66393,Earth,-2.1274,-5.25471,0
2.66393,Jupiter,-2.14466,-2.48325,0
2.66667,Sun,-2.90799,-4.64167,0
2.66667,Earth,-2.12137,-5.25268,0
2.66667,Jupiter,-2.15178,-2.48073,0
2.6694,Sun,-2.90118,-4.65122,0
2.6694,Earth,-2.11558,-5.25043,0
2.6694,Jupiter,-2.15892,-2.47826,0
2.67214,Sun,-2.89436,-4.66072,0
2.67214,Earth,-2.11003,-5.24796,0
2.67214,Jupiter,-2.16607,-2.47584,0
2.67488,Sun,-2.88752,-4.67017,0
2.67488,Earth,-2.10473,-5.24526,0
2.67488,Jupiter,-2.17324,-2.47348,0
2.67762,Sun,-2.88066,-4.67956,0
2.67762,Earth,-2.09969,-5.24235,0
2.67762,Jupiter,-2.18043,-2.47117,0
2.68036,Sun,-2.87378,-4.68891,0
2.68036,Earth,-2.0949,-5.23921,0
2.68036,Jupiter,-2.18764,-2.46892,0
2.68309,Sun,-2.86689,-4.69821,0
2.68309,Earth,-2.09038,-5.23585,0
2.68309,Jupiter,-2.19486,-2.46671,0
2.68583,Sun,-2.85999,-4.70746,0
2.68583,Earth,-2.08613,-5.23226,0
2.68583,Jupiter,-2.2021,-2.46456,0
2.68857,Sun,-2.85307,-4.71666,0
2.68857,Earth,-2.08217,-5.22844,0
2.68857,Jupiter,-2.20935,-2.46246,0
2.69131,Sun,-2.84614,-4.72581,0
2.69131,Earth,-2.07849,-5.2244,0
2.69131,Jupiter,-2.21662,-2.46041,0
2.69405,Sun,-2.83919,-4.73491,0
2.69405,Earth,-2.07512,-5.22013,0
2.69405,Jupiter,-2.2239,-2.45841,0
2.69678,Sun,-2.83223,-4.74396,0
2.69678,Earth,-2.07205,-5.21562,0
2.69678,Jupiter,-2.2312,-2.45647,0
2.69952,Sun,-2.82526,-4.75296,0
2.69952,Earth,-2.0693,-5.21089,0
2.69952,Jupiter,-2.23851,-2.45457,0
2.70226,Sun,-2.81827,-4.76192,0
2.70226,Earth,-2.06687,-5.20592,0
2.70226,Jupiter,-2.24583,-2.45273,0
2.705,Sun,-2.81127,-4.77082,0
2.705,Earth,-2.06478,-5.20072,0
2.705,Jupiter,-2.25316,-2.45094,0
2.70773,Sun,-2.80426,-4.77968,0
2.70773,Earth,-2.06304,-5.19528,0
2.70773,Jupiter,-2.26051,-2.44919,0
2.71047,Sun,-2.79724,-4.78849,0
2.71047,Earth,-2.06165,-5.1896,0
2.71047,Jupiter,-2.26787,-2.4475,0
2.71321,Sun,-2.79021,-4.79725,0
2.71321,Earth,-2.06064,-5.18369,0
2.71321,Jupiter,-2.27524,-2.44586,0
2.71595,Sun,-2.78317,-4.80597,0
2.71595,Earth,-2.06002,-5.17753,0
2.71595,Jupiter,-2.28262,-2.44427,0
2.71869,Sun,-2.77612,-4.81463,0
2.71869,Earth,-2.0598,-5.17113,0
2.71869,Jupiter,-2.29001,-2.44273,0
2.72142,Sun,-2.76906,-4.82325,0
2.72142,Earth,-2.06,-5.16449,0
2.72142,Jupiter,-2.29741,-2.44123,0
2.72416,Sun,-2.76199,-4.83183,0
2.72416,Earth,-2.06063,-5.1576,0
2.72416,Jupiter,-2.30482,-2.43979,0
2.7269,Sun,-2.75491,-4.84035,0
2.7269,Earth,-2.06171,-5.15047,0
2.7269,Jupiter,-2.31225,-2.43839,0
2.72964,Sun,-2.74782,-4.84883,0
2.72964,Earth,-2.06326,-5.14309,0
2.72964,Jupiter,-2.31968,-2.43705,0
2.73238,Sun,-2.74072,-4.85726,0
2.73238,Earth,-2.06531,-5.13546,0
2.73238,Jupiter,-2.32711,-2.43575,0
2.73511,Sun,-2.73362,-4.86565,0
2.73511,Earth,-2.06787,-5.12758,0
2.73511,Jupiter,-2.33456,-2.4345,0
2.73785,Sun,-2.72651,-4.87399,0
2.73785,Earth,-2.07098,-5.11946,0
2.73785,Jupiter,-2.34202,-2.4333,0
2.74059,Sun,-2.71939,-4.88229,0
2.74059,Earth,-2.07465,-5.11108,0
2.74059,Jupiter,-2.34948,-2.43215,0
2.74333,Sun,-2.71226,-4.89054,0
2.74333,Earth,-2.07893,-5.10245,0
2.74333,Jupiter,-2.35695,-2.43104,0
2.74606,Sun,-2.70513,-4.89874,0
2.74606,Earth,-2.08384,-5.09357,0
2.74606,Jupiter,-2.36442,-2.42999,0
2.7488,Sun,-2.69799,-4.9069,0
2.7488,Earth,-2.08941,-5.08445,0
2.7488,Jupiter,-2.37191,-2.42897,0
2.75154,Sun,-2.69085,-4.91502,0
2.75154,Earth,-2.0957,-5.07507,0
2.75154,Jupiter,-2.3794,-2.42801,0
2.75428,Sun,-2.6837,-4.92309,0
2.75428,Earth,-2.10275,-5.06546,0
2.75428,Jupiter,-2.38689,-2.42709,0
2.75702,Sun,-2.67654,-4.93111,0
2.75702,Earth,-2.1106,-5.05561,0
2.75702,Jupiter,-2.39439,-2.42622,0
2.75975,Sun,-2.66938,-4.93909,0
2.75975,Earth,-2.11932,-5.04553,0
2.75975,Jupiter,-2.4019,-2.4254,0
2.76249,Sun,-2.66222,-4.94703,0
2.76249,Earth,-2.12897,-5.03523,0
2.76249,Jupiter,-2.40941,-2.42462,0
2.76523,Sun,-2.65505,-4.95492,0
2.76523,Earth,-2.13962,-5.02473,0
2.76523,Jupiter,-2.41692,-2.42389,0
2.76797,Sun,-2.64787,-4.96277,0
2.76797,Earth,-2.15136,-5.01403,0
2.76797,Jupiter,-2.42444,-2.4232,0
2.7707,Sun,-2.6407,-4.97058,0
2.7707,Earth,-2.16429,-5.00318,0
2.7707,Jupiter,-2.43196,-2.42256,0
2.77344,Sun,-2.63352,-4.97835,0
2.77344,Earth,-2.17851,-4.99219,0
2.77344,Jupiter,-2.43949,-2.42196,0
2.77618,Sun,-2.62633,-4.98607,0
2.77618,Earth,-2.19417,-4.98112,0
2.77618,Jupiter,-2.44702,-2.42141,0
2.77892,Sun,-2.61915,-4.99375,0
2.77892,Earth,-2.21142,-4.97002,0
2.77892,Jupiter,-2.45455,-2.42091,0
2.78166,Sun,-2.61196,-5.00138,0
2.78166,Earth,-2.23044,-4.95898,0
2.78166,Jupiter,-2.46209,-2.42044,0
2.78439,Sun,-2.60476,-5.00898,0
2.78439,Earth,-2.25146,-4.94813,0
2.78439,Jupiter,-2.46963,-2.42003,0
2.78713,Sun,-2.59757,-5.01653,0
2.78713,Earth,-2.27475,-4.93762,0
2.78713,Jupiter,-2.47717,-2.41965,0
2.78987,Sun,-2.59037,-5.02404,0
2.78987,Earth,-2.30065,-4.9277,0
2.78987,Jupiter,-2.48471,-2.41932,0
2.79261,Sun,-2.58317,-5.03151,0
2.79261,Earth,-2.32956,-4.91874,0
2.79261,Jupiter,-2.49226,-2.41904,0
2.79535,Sun,-2.57597,-5.03894,0
2.79535,Earth,-2.36199,-4.91129,0
2.79535,Jupiter,-2.49981,-2.41879,0
2.79808,Sun,-2.56877,-5.04632,0
2.79808,Earth,-2.39852,-4.90624,0
2.79808,Jupiter,-2.50735,-2.41859,0
2.80082,Sun,-2.56157,-5.05367,0
2.80082,Earth,-2.43974,-4.90501,0
2.80082,Jupiter,-2.5149,-2.41843,0
2.80356,Sun,-2.55437,-5.06097,0
2.80356,Earth,-2.48605,-4.90994,0
2.80356,Jupiter,-2.52245,-2.41832,0
2.8063,Sun,-2.54717,-5.06824,0
2.8063,Earth,-2.5368,-4.92463,0
2.8063,Jupiter,-2.53,-2.41825,0
2.80903,Sun,-2.53996,-5.07546,0
2.80903,Earth,-2.58857,-4.95351,0
2.80903,Jupiter,-2.53755,-2.41822,0
2.81177,Sun,-2.53276,-5.08265,0
2.81177,Earth,-2.63398,-4.9983,0
2.81177,Jupiter,-2.5451,-2.41823,0
2.81451,Sun,-2.52556,-5.08979,0
2.81451,Earth,-2.6663,-5.05396,0
2.81451,Jupiter,-2.55265,-2.41828,0
2.81725,Sun,-2.51836,-5.0969,0
2.81725,Earth,-2.68503,-5.11304,0
2.81725,Jupiter,-2.5602,-2.41837,0
2.81999,Sun,-2.51115,-5.10396,0
2.81999,Earth,-2.69324,-5.17106,0
2.81999,Jupiter,-2.56775,-2.41851,0
2.82272,Sun,-2.50395,-5.11099,0
2.82272,Earth,-2.69408,-5.22633,0
2.82272,Jupiter,-2.5753,-2.41869,0
2.82546,Sun,-2.49675,-5.11798,0
2.82546,Earth,-2.6898,-5.27846,0
2.82546,Jupiter,-2.58285,-2.4189,0
2.8282,Sun,-2.48955,-5.12493,0
2.8282,Earth,-2.68191,-5.32755,0
2.8282,Jupiter,-2.59039,-2.41916,0
2.83094,Sun,-2.48236,-5.13184,0
2.83094,Earth,-2.67141,-5.37386,0
2.83094,Jupiter,-2.59794,-2.41946,0
2.83368,Sun,-2.47516,-5.13871,0
2.83368,Earth,-2.65898,-5.41767,0
2.83368,Jupiter,-2.60548,-2.4198,0
2.83641,Sun,-2.46797,-5.14554,0
2.83641,Earth,-2.64509,-5.45923,0
2.83641,Jupiter,-2.61302,-2.42018,0
2.83915,Sun,-2.46078,-5.15234,0
2.83915,Earth,-2.63007,-5.49877,0
2.83915,Jupiter,-2.62056,-2.4206,0
2.84189,Sun,-2.45359,-5.1591,0
2.84189,Earth,-2.61418,-5.5365,0
2.84189,Jupiter,-2.6281,-2.42105,0
2.84463,Sun,-2.4464,-5.16582,0
2.84463,Earth,-2.59761,-5.57258,0
2.84463,Jupiter,-2.63563,-2.42155,0
2.84736,Sun,-2.43921,-5.1725,0
2.84736,Earth,-2.58048,-5.60715,0
2.84736,Jupiter,-2.64316,-2.42209,0
2.8501,Sun,-2.43203,-5.17915,0
2.8501,Earth,-2.56292,-5.64035,0
2.8501,Jupiter,-2.65069,-2.42266,0
2.85284,Sun,-2.42485,-5.18576,0
2.85284,Earth,-2.54501,-5.67229,0
2.85284,Jupiter,-2.65821,-2.42327,0
2.85558,Sun,-2.41768,-5.19234,0
2.85558,Earth,-2.52681,-5.70305,0
2.85558,Jupiter,-2.66574,-2.42393,0
2.85832,Sun,-2.4105,-5.19887,0
2.85832,Earth,-2.50839,-5.73273,0
2.85832,Jupiter,-2.67325,-2.42462,0
2.86105,Sun,-2.40333,-5.20537,0
2.86105,Earth,-2.4898,-5.7614,0
2.86105,Jupiter,-2.68077,-2.42534,0
2.86379,Sun,-2.39617,-5.21184,0
2.86379,Earth,-2.47105,-5.78911,0
2.86379,Jupiter,-2.68828,-2.42611,0
2.86653,Sun,-2.38901,-5.21827,0
2.86653,Earth,-2.4522,-5.81594,0
2.86653,Jupiter,-2.69579,-2.42691,0
2.86927,Sun,-2.38185,-5.22466,0
2.86927,Earth,-2.43326,-5.84192,0
2.86927,Jupiter,-2.70329,-2.42775,0
2.87201,Sun,-2.3747,-5.23102,0
2.87201,Earth,-2.41427,-5.86711,0
2.87201,Jupiter,-2.71079,-2.42863,0
2.87474,Sun,-2.36755,-5.23734,0
2.87474,Earth,-2.39522,-5.89156,0
2.87474,Jupiter,-2.71828,-2.42954,0
2.87748,Sun,-2.3604,-5.24363,0
2.87748,Earth,-2.37616,-5.91529,0
2.87748,Jupiter,-2.72577,-2.43049,0
2.88022,Sun,-2.35326,-5.24989,0
2.88022,Earth,-2.35707,-5.93834,0
2.88022,Jupiter,-2.73326,-2.43148,0
2.88296,Sun,-2.34612,-5.2561,0
2.88296,Earth,-2.33799,-5.96074,0
2.88296,Jupiter,-2.74074,-2.4325,0
2.88569,Sun,-2.33899,-5.26229,0
2.88569,Earth,-2.31892,-5.98253,0
2.88569,Jupiter,-2.74822,-2.43356,0
2.88843,Sun,-2.33187,-5.26844,0
2.88843,Earth,-2.29986,-6.00372,0
2.88843,Jupiter,-2.75569,-2.43466,0
2.89117,Sun,-2.32474,-5.27455,0
2.89117,Earth,-2.28083,-6.02435,0
2.89117,Jupiter,-2.76315,-2.43579,0
2.89391,Sun,-2.31763,-5.28064,0
2.89391,Earth,-2.26184,-6.04443,0
2.89391,Jupiter,-2.77061,-2.43696,0
2.89665,Sun,-2.31052,-5.28669,0
2.89665,Earth,-2.24288,-6.06399,0
2.89665,Jupiter,-2.77806,-2.43816,0
2.89938,Sun,-2.30341,-5.2927,0
2.89938,Earth,-2.22397,-6.08304,0
2.89938,Jupiter,-2.78551,-2.4394,0
2.90212,Sun,-2.29631,-5.29868,0
2.90212,Earth,-2.20511,-6.1016,0
2.90212,Jupiter,-2.79295,-2.44067,0
2.90486,Sun,-2.28922,-5.30463,0
2.90486,Earth,-2.18631,-6.1197,0
2.90486,Jupiter,-2.80039,-2.44197,0
2.9076,Sun,-2.28213,-5.31055,0
2.9076,Earth,-2.16756,-6.13734,0
2.9076,Jupiter,-2.80782,-2.44331,0
2.91034,Sun,-2.27505,-5.31643,0
2.91034,Earth,-2.14887,-6.15454,0
2.91034,Jupiter,-2.81524,-2.44469,0
2.91307,Sun,-2.26797,-5.32228,0
2.91307,Earth,-2.13025,-6.17131,0
2.91307,Jupiter,-2.82266,-2.4461,0
2.91581,Sun,-2.2609,-5.3281,0
2.91581,Earth,-2.1117,-6.18767,0
2.91581,Jupiter,-2.83007,-2.44754,0
2.91855,Sun,-2.25384,-5.33389,0
2.91855,Earth,-2.09322,-6.20362,0
2.91855,Jupiter,-2.83747,-2.44902,0
2.92129,Sun,-2.24678,-5.33964,0
2.92129,Earth,-2.0748,-6.21919,0
2.92129,Jupiter,-2.84487,-2.45053,0
2.92402,Sun,-2.23973,-5.34537,0
2.92402,Earth,-2.05647,-6.23437,0
2.92402,Jupiter,-2.85226,-2.45207,0
2.92676,Sun,-2.23269,-5.35106,0
2.92676,Earth,-2.03821,-6.24919,0
2.92676,Jupiter,-2.85964,-2.45365,0
2.9295,Sun,-2.22565,-5.35672,0
2.9295,Earth,-2.02003,-6.26364,0
2.9295,Jupiter,-2.86702,-2.45526,0
2.93224,Sun,-2.21862,-5.36235,0
2.93224,Earth,-2.00193,-6.27774,0
2.93224,Jupiter,-2.87439,-2.4569,0
2.93498,Sun,-2.2116,-5.36794,0
2.93498,Earth,-1.9839,-6.2915,0
2.93498,Jupiter,-2.88175,-2.45857,0
2.93771,Sun,-2.20458,-5.37351,0
2.93771,Earth,-1.96597,-6.30492,0
2.93771,Jupiter,-2.8891,-2.46028,0
2.94045,Sun,-2.19758,-5.37905,0
2.94045,Earth,-1.94811,-6.31802,0
2.94045,Jupiter,-2.89645,-2.46202,0
2.94319,Sun,-2.19058,-5.38455,0
2.94319,Earth,-1.93034,-6.33079,0
2.94319,Jupiter,-2.90379,-2.46379,0
2.94593,Sun,-2.18358,-5.39003,0
2.94593,Earth,-1.91266,-6.34326,0
2.94593,Jupiter,-2.91112,-2.46559,0
2.94867,Sun,-2.1766,-5.39547,0
2.94867,Earth,-1.89506,-6.35541,0
2.94867,Jupiter,-2.91844,-2.46743,0
2.9514,Sun,-2.16962,-5.40089,0
2.9514,Earth,-1.87755,-6.36726,0
2.9514,Jupiter,-2.92576,-2.4693,0
2.95414,Sun,-2.16265,-5.40627,0
2.95414,Earth,-1.86013,-6.37882,0
2.95414,Jupiter,-2.93307,-2.47119,0
2.95688,Sun,-2.15568,-5.41163,0
2.95688,Earth,-1.8428,-6.39009,0
2.95688,Jupiter,-2.94037,-2.47312,0
2.95962,Sun,-2.14873,-5.41696,0
2.95962,Earth,-1.82556,-6.40108,0
2.95962,Jupiter,-2.94766,-2.47508,0
2.96235,Sun,-2.14178,-5.42225,0
2.96235,Earth,-1.80841,-6.41179,0
2.96235,Jupiter,-2.95494,-2.47707,0
2.96509,Sun,-2.13484,-5.42752,0
2.96509,Earth,-1.79135,-6.42222,0
2.96509,Jupiter,-2.96221,-2.47909,0
2.96783,Sun,-2.12791,-5.43276,0
2.96783,Earth,-1.77438,-6.43239,0
2.96783,Jupiter,-2.96948,-2.48114,0
2.97057,Sun,-2.12099,-5.43797,0
2.97057,Earth,-1.7575,-6.44229,0
2.97057,Jupiter,-2.97674,-2.48322,0
2.97331,Sun,-2.11407,-5.44315,0
2.97331,Earth,-1.74072,-6.45194,0
2.97331,Jupiter,-2.98398,-2.48533,0
2.97604,Sun,-2.10716,-5.4483,0
2.97604,Earth,-1.72403,-6.46132,0
2.97604,Jupiter,-2.99122,-2.48748,0
2.97878,Sun,-2.10027,-5.45343,0
2.97878,Earth,-1.70744,-6.47046,0
2.97878,Jupiter,-2.99845,-2.48965,0
2.98152,Sun,-2.09338,-5.45852,0
2.98152,Earth,-1.69094,-6.47935,0
2.98152,Jupiter,-3.00568,-2.49185,0
2.98426,Sun,-2.0865,-5.46359,0
2.98426,Earth,-1.67453,-6.48799,0
2.98426,Jupiter,-3.01289,-2.49408,0
2.987,Sun,-2.07962,-5.46863,0
2.987,Earth,-1.65822,-6.4964,0
2.987,Jupiter,-3.02009,-2.49634,0
2.98973,Sun,-2.07276,-5.47364,0
2.98973,Earth,-1.64201,-6.50456,0
2.98973,Jupiter,-3.02729,-2.49862,0
2.99247,Sun,-2.06591,-5.47863,0
2.99247,Earth,-1.6259,-6.5125,0
2.99247,Jupiter,-3.03447,-2.50094,0
2.99521,Sun,-2.05906,-5.48359,0
2.99521,Earth,-1.60988,-6.5202,0
2.99521,Jupiter,-3.04165,-2.50329,0
2.99795,Sun,-2.05222,-5.48852,0
2.99795,Earth,-1.59395,-6.52768,0
2.99795,Jupiter,-3.04881,-2.50566,0
3.00068,Sun,-2.0454,-5.49342,0
3.00068,Earth,-1.57813,-6.53493,0
3.00068,Jupiter,-3.05597,-2.50806,0
3.00342,Sun,-2.03858,-5.4983,0
3.00342,Earth,-1.5624,-6.54196,0
3.00342,Jupiter,-3.06312,-2.51049,0
3.00616,Sun,-2.03177,-5.50315,0
3.00616,Earth,-1.54678,-6.54877,0
3.00616,Jupiter,-3.07025,-2.51295,0
3.0089,Sun,-2.02497,-5.50797,0
3.0089,Earth,-1.53125,-6.55537,0
3.0089,Jupiter,-3.07738,-2.51544,0
3.01164,Sun,-2.01818,-5.51277,0
3.01164,Earth,-1.51582,-6.56175,0
3.01164,Jupiter,-3.0845,-2.51795,0
3.01437,Sun,-2.0114,-5.51754,0
3.01437,Earth,-1.50049,-6.56792,0
3.01437,Jupiter,-3.09161,-2.52049,0
3.01711,Sun,-2.00463,-5.52228,0
3.01711,Earth,-1.48526,-6.57388,0
3.01711,Jupiter,-3.09871,-2.52306,0
3.01985,Sun,-1.99786,-5.527,0
3.01985,Earth,-1.47014,-6.57963,0
3.01985,Jupiter,-3.1058,-2.52566,0
3.02259,Sun,-1.99111,-5.53169,0
3.02259,Earth,-1.45511,-6.58518,0
3.02259,Jupiter,-3.11287,-2.52828,0
3.02533,Sun,-1.98437,-5.53636,0
3.02533,Earth,-1.44019,-6.59053,0
3.02533,Jupiter,-3.11994,-2.53093,0
3.02806,Sun,-1.97763,-5.541,0
3.02806,Earth,-1.42536,-6.59568,0
3.02806,Jupiter,-3.127,-2.53361,0
3.0308,Sun,-1.97091,-5.54562,0
3.0308,Earth,-1.41064,-6.60063,0
3.0308,Jupiter,-3.13405,-2.53632,0
3.03354,Sun,-1.9642,-5.55021,0
3.03354,Earth,-1.39602,-6.60538,0
3.03354,Jupiter,-3.14109,-2.53905,0
3.03628,Sun,-1.95749,-5.55477,0
3.03628,Earth,-1.38151,-6.60994,0
3.03628,Jupiter,-3.14811,-2.5418,0
3.03901,Sun,-1.9508,-5.55931,0
3.03901,Earth,-1.3671,-6.6143,0
3.03901,Jupiter,-3.15513,-2.54459,0
3.04175,Sun,-1.94411,-5.56383,0
3.04175,Earth,-1.35279,-6.61847,0
3.04175,Jupiter,-3.16214,-2.5474,0
3.04449,Sun,-1.93744,-5.56832,0
3.04449,Earth,-1.33859,-6.62246,0
3.04449,Jupiter,-3.16913,-2.55023,0
3.04723,Sun,-1.93077,-5.57278,0
3.04723,Earth,-1.3245,-6.62625,0
3.04723,Jupiter,-3.17612,-2.55309,0
3.04997,Sun,-1.92412,-5.57722,0
3.04997,Earth,-1.31051,-6.62986,0
3.04997,Jupiter,-3.1831,-2.55598,0
3.0527,Sun,-1.91748,-5.58164,0
3.0527,Earth,-1.29662,-6.63329,0
3.0527,Jupiter,-3.19006,-2.55889,0
3.05544,Sun,-1.91084,-5.58603,0
3.05544,Earth,-1.28285,-6.63653,0
3.05544,Jupiter,-3.19701,-2.56183,0
3.05818,Sun,-1.90422,-5.5904,0
3.05818,Earth,-1.26918,-6.63959,0
3.05818,Jupiter,-3.20396,-2.56479,0
3.06092,Sun,-1.8976,-5.59475,0
3.06092,Earth,-1.25562,-6.64246,0
3.06092,Jupiter,-3.21089,-2.56778,0
3.06366,Sun,-1.891,-5.59907,0
3.06366,Earth,-1.24216,-6.64516,0
3.06366,Jupiter,-3.21781,-2.57079,0
3.06639,Sun,-1.88441,-5.60337,0
3.06639,Earth,-1.22882,-6.64768,0
3.06639,Jupiter,-3.22472,-2.57383,0
3.06913,Sun,-1.87783,-5.60764,0
3.06913,Earth,-1.21558,-6.65003,0
3.06913,Jupiter,-3.23162,-2.57689,0
3.07187,Sun,-1.87125,-5.61189,0
3.07187,Earth,-1.20246,-6.65219,0
3.07187,Jupiter,-3.23851,-2.57998,0
3.07461,Sun,-1.86469,-5.61612,0
3.07461,Earth,-1.18944,-6.65418,0
3.07461,Jupiter,-3.24539,-2.58309,0
3.07734,Sun,-1.85814,-5.62032,0
3.07734,Earth,-1.17654,-6.656,0
3.07734,Jupiter,-3.25226,-2.58623,0
3.08008,Sun,-1.8516,-5.6245,0
3.08008,Earth,-1.16375,-6.65765,0
3.08008,Jupiter,-3.25911,-2.58938,0
3.08282,Sun,-1.84507,-5.62866,0
3.08282,Earth,-1.15107,-6.65912,0
3.08282,Jupiter,-3.26596,-2.59257,0
3.08556,Sun,-1.83855,-5.6328,0
3.08556,Earth,-1.13851,-6.66042,0
3.08556,Jupiter,-3.27279,-2.59578,0
3.0883,Sun,-1.83204,-5.63691,0
3.0883,Earth,-1.12606,-6.66156,0
3.0883,Jupiter,-3.27961,-2.59901,0
3.09103,Sun,-1.82555,-5.641,0
3.09103,Earth,-1.11372,-6.66252,0
3.09103,Jupiter,-3.28642,-2.60226,0
3.09377,Sun,-1.81906,-5.64507,0
3.09377,Earth,-1.1015,-6.66331,0
3.09377,Jupiter,-3.29322,-2.60554,0
3.09651,Sun,-1.81258,-5.64912,0
3.09651,Earth,-1.08939,-6.66394,0
3.09651,Jupiter,-3.30001,-2.60884,0
3.09925,Sun,-1.80612,-5.65314,0
3.09925,Earth,-1.07741,-6.6644,0
3.09925,Jupiter,-3.30679,-2.61217,0
3.10198,Sun,-1.79966,-5.65714,0
3.10198,Earth,-1.06554,-6.66469,0
3.10198,Jupiter,-3.31355,-2.61551,0
3.10472,Sun,-1.79322,-5.66112,0
3.10472,Earth,-1.05378,-6.66482,0
3.10472,Jupiter,-3.32031,-2.61888,0
3.10746,Sun,-1.78679,-5.66508,0
3.10746,Earth,-1.04215,-6.66479,0
3.10746,Jupiter,-3.32705,-2.62228,0
3.1102,Sun,-1.78037,-5.66902,0
3.1102,Earth,-1.03064,-6.66459,0
3.1102,Jupiter,-3.33378,-2.62569,0
3.11294,Sun,-1.77396,-5.67293,0
3.11294,Earth,-1.01925,-6.66422,0
3.11294,Jupiter,-3.3405,-2.62913,0
3.11567,Sun,-1.76756,-5.67682,0
3.11567,Earth,-1.00798,-6.6637,0
3.11567,Jupiter,-3.34721,-2.63259,0
3.11841,Sun,-1.76117,-5.6807,0
3.11841,Earth,-0.996833,-6.66301,0
3.11841,Jupiter,-3.35391,-2.63608,0
3.12115,Sun,-1.75479,-5.68455,0
3.12115,Earth,-0.985811,-6.66216,0
3.12115,Jupiter,-3.36059,-2.63958,0
3.12389,Sun,-1.74842,-5.68838,0
3.12389,Earth,-0.974914,-6.66115,0
3.12389,Jupiter,-3.36726,-2.64311,0
3.12663,Sun,-1.74207,-5.69218,0
3.12663,Earth,-0.964142,-6.65997,0
3.12663,Jupiter,-3.37393,-2.64666,0
3.12936,Sun,-1.73572,-5.69597,0
3.12936,Earth,-0.953498,-6.65864,0
3.12936,Jupiter,-3.38058,-2.65023,0
3.1321,Sun,-1.72939,-5.69974,0
3.1321,Earth,-0.942981,-6.65714,0
3.1321,Jupiter,-3.38721,-2.65383,0
3.13484,Sun,-1.72307,-5.70349,0
3.13484,Earth,-0.932593,-6.65549,0
3.13484,Jupiter,-3.39384,-2.65744,0
3.13758,Sun,-1.71676,-5.70721,0
3.13758,Earth,-0.922336,-6.65368,0
3.13758,Jupiter,-3.40046,-2.66108,0
3.14031,Sun,-1.71046,-5.71092,0
3.14031,Earth,-0.91221,-6.6517,0
3.14031,Jupiter,-3.40706,-2.66474,0
3.14305,Sun,-1.70417,-5.7146,0
3.14305,Earth,-0.902216,-6.64957,0
3.14305,Jupiter,-3.41365,-2.66841,0
3.14579,Sun,-1.6979,-5.71827,0
3.14579,Earth,-0.892356,-6.64728,0
3.14579,Jupiter,-3.42023,-2.67211,0
3.14853,Sun,-1.69163,-5.72191,0
3.14853,Earth,-0.882632,-6.64483,0
3.14853,Jupiter,-3.4268,-2.67584,0
3.15127,Sun,-1.68538,-5.72554,0
3.15127,Earth,-0.873043,-6.64222,0
3.15127,Jupiter,-3.43335,-2.67958,0
3.154,Sun,-1.67914,-5.72915,0
3.154,Earth,-0.863592,-6.63945,0
3.154,Jupiter,-3.43989,-2.68334,0
3.15674,Sun,-1.6729,-5.73273,0
3.15674,Earth,-0.854281,-6.63653,0
3.15674,Jupiter,-3.44643,-2.68713,0
3.15948,Sun,-1.66668,-5.7363,0
3.15948,Earth,-0.84511,-6.63345,0
3.15948,Jupiter,-3.45295,-2.69093,0
3.16222,Sun,-1.66048,-5.73984,0
3.16222,Earth,-0.836081,-6.63021,0
3.16222,Jupiter,-3.45945,-2.69475,0
3.16496,Sun,-1.65428,-5.74337,0
3.16496,Earth,-0.827195,-6.62681,0
3.16496,Jupiter,-3.46595,-2.6986,0
3.16769,Sun,-1.6481,-5.74688,0
3.16769,Earth,-0.818455,-6.62325,0
3.16769,Jupiter,-3.47243,-2.70247,0
3.17043,Sun,-1.64192,-5.75037,0
3.17043,Earth,-0.809861,-6.61954,0
3.17043,Jupiter,-3.4789,-2.70635,0
3.17317,Sun,-1.63576,-5.75384,0
3.17317,Earth,-0.801416,-6.61566,0
3.17317,Jupiter,-3.48536,-2.71026,0
3.17591,Sun,-1.62961,-5.75729,0
3.17591,Earth,-0.793121,-6.61163,0
3.17591,Jupiter,-3.49181,-2.71418,0
3.17864,Sun,-1.62347,-5.76072,0
3.17864,Earth,-0.784978,-6.60744,0
3.17864,Jupiter,-3.49824,-2.71813,0
3.18138,Sun,-1.61734,-5.76413,0
3.18138,Earth,-0.776989,-6.6031,0
3.18138,Jupiter,-3.50467,-2.72209,0
3.18412,Sun,-1.61123,-5.76752,0
3.18412,Earth,-0.769155,-6.59859,0
3.18412,Jupiter,-3.51108,-2.72608,0
3.18686,Sun,-1.60512,-5.7709,0
3.18686,Earth,-0.76148,-6.59393,0
3.18686,Jupiter,-3.51748,-2.73008,0
3.1896,Sun,-1.59903,-5.77426,0
3.1896,Earth,-0.753964,-6.5891,0
3.1896,Jupiter,-3.52386,-2.73411,0
3.19233,Sun,-1.59295,-5.77759,0
3.19233,Earth,-0.74661,-6.58412,0
3.19233,Jupiter,-3.53024,-2.73815,0
3.19507,Sun,-1.58688,-5.78091,0
3.19507,Earth,-0.739419,-6.57898,0
3.19507,Jupiter,-3.5366,-2.74221,0
3.19781,Sun,-1.58082,-5.78422,0
3.19781,Earth,-0.732396,-6.57368,0
3.19781,Jupiter,-3.54295,-2.74629,0
3.20055,Sun,-1.57478,-5.7875,0
3.20055,Earth,-0.725541,-6.56821,0
