# Poincaré Section - Points sampled at t = 2πn/ΩD
# where ΩD = 0.666667 rad/s
# Sampling period = 9.42478 seconds
# Columns: theta(rad)  omega(rad/s)
2.983010	0.612180
-1.202297	2.002278
-0.016997	1.678016
-2.188001	1.420922
2.351452	0.149538
1.388864	1.124064
1.318187	1.431222
1.134167	1.241123
-0.011944	1.715719
-1.380445	1.889438
-0.322124	2.074692
1.328573	1.408707
1.145164	1.224239
-0.025159	1.846186
-0.005530	1.783926
-0.331638	2.071519
1.324507	1.426659
1.137158	1.239434
-0.007136	1.726189
-1.185067	1.969072
-0.017432	1.873009
-0.046401	1.546369
1.665640	-0.202490
1.361783	-0.260589
-2.693877	1.079425
1.951703	-0.070727
0.161966	0.134719
2.351576	0.168600
1.338640	1.046973
-0.111050	1.981614
-0.096971	2.207100
1.178257	1.091402
-2.108500	1.475150
2.596747	0.311817
0.971723	1.628036
1.177586	1.109782
-1.546018	1.810644
-0.905870	2.054362
-0.116100	0.956847
0.458268	-0.122702
-2.393288	1.305756
2.002214	-0.047941
0.123536	0.180143
2.148875	0.048180
0.676436	-0.247698
-1.648730	1.796990
-0.987731	2.032819
-0.089591	1.368226
0.646138	-0.231900
-1.734759	1.747527
-1.451982	1.859424
-0.564908	2.092647
0.909866	1.832268
1.111085	1.327412
-0.794761	2.157523
1.335113	1.397608
1.146624	1.216832
-0.046635	1.899059
-0.112058	1.119497
0.413406	-0.103053
-2.551832	1.188514
1.884812	-0.105062
0.283262	0.021571
3.008091	0.631042
-1.403851	1.916288
-0.229222	2.045382
1.308232	1.453304
1.134772	1.255329
-0.059852	1.518397
1.400508	-0.276907
-2.736631	1.046652
2.007489	-0.042069
0.120758	0.178377
2.141031	0.042712
0.574033	-0.208097
-1.901188	1.646831
-2.493081	1.203825
1.874475	-0.109120
0.308496	-0.006241
-3.141525	0.734056
-2.498156	1.217937
1.891236	-0.101192
0.268360	0.029854
2.932575	0.575289
-0.764844	2.139000
1.246344	1.534168
1.124648	1.293617
0.084676	0.310071
1.660776	-0.181613
1.259028	-0.274570
-2.137972	1.489827
2.652611	0.348532
0.829076	1.778121
1.147066	1.172650
-0.472381	2.091437
1.161273	1.617920
1.121313	1.316234
-2.733575	1.054811
2.001879	-0.044691
0.122503	0.178243
2.146666	0.046202
0.646758	-0.238239
-1.703478	1.767754
-1.350107	1.904199
-0.244301	2.054626
1.316215	1.430393
1.142898	1.238560
-0.016848	1.717282
-1.314014	1.920851
-0.205825	2.035736
1.272132	1.502492
1.128640	1.280134
-0.117577	0.919203
0.480085	-0.137557
-2.319553	1.358712
2.138357	0.023109
0.434067	-0.131076
-2.405176	1.297508
1.983149	-0.060144
0.134703	0.171206
2.200627	0.075487
2.388904	0.170407
1.233488	1.043184
-2.208413	1.408552
2.269106	0.097838
-0.340372	2.075876
1.299244	1.455642
1.139043	1.253773
-0.053265	1.526862
1.463492	-0.260967
3.060302	0.672273
-1.857941	1.664402
-2.358967	1.302586
1.987913	-0.055130
0.130923	0.173304
2.182827	0.064626
1.530242	-0.245659
2.505338	0.269148
1.096581	1.419518
1.343568	1.047094
-0.077215	1.950459
1.785354	-0.124220
0.537272	-0.156591
-2.171005	1.464975
2.546310	0.277304
1.057973	1.495829
1.246342	1.030427
-2.409402	1.263903
1.928104	-0.084638
0.198366	0.098276
2.550985	0.300487
1.038354	1.533928
1.217411	1.051665
-2.475731	1.215672
1.878636	-0.106641
0.297781	0.004799
3.088005	0.693461
-2.056706	1.534209
2.921358	0.543157
-0.623551	2.165131
1.398359	1.152072
1.374420	1.075675
-0.121721	1.051078
0.420244	-0.103027
-2.540240	1.195444
1.887180	-0.103141
0.277251	0.020527
2.979101	0.609943
-1.155210	2.021436
-0.043134	1.538712
1.567229	-0.234305
2.172574	0.063357
1.210820	-0.308757
-1.742927	1.745667
-1.569533	1.800417
-0.999999	2.031147
-0.068567	1.448569
0.917910	-0.299663
-1.368528	1.943844
-0.082059	1.968560
-1.286414	1.988709
-0.018623	1.796077
-0.194265	2.030302
1.209652	1.565777
1.124580	1.302114
0.655451	-0.195259
-1.921455	1.633925
-2.604586	1.120483
1.881209	-0.104744
0.289507	0.009756
3.043445	0.658781
-1.700777	1.756908
-1.380022	1.892984
-0.351396	2.076593
1.332063	1.413521
1.138605	1.230822
-0.007461	1.806682
-0.148041	2.003878
0.913460	1.831522
1.114343	1.326332
-0.830036	2.149627
1.193520	1.588628
1.114650	1.312027
1.876412	-0.083496
0.263103	0.031808
2.903910	0.553041
-0.560931	2.171568
1.378290	1.072503
-0.121506	1.048649
0.420841	-0.103175
-2.537761	1.197371
1.887659	-0.102873
0.276142	0.021723
2.973353	0.605662
-1.105598	2.040002
-0.090604	1.310926
0.528916	-0.179062
-2.069711	1.536379
2.908162	0.534383
-0.502028	2.180741
1.355079	1.047000
-0.028135	1.887882
-0.086660	1.360981
0.622769	-0.219907
-1.785000	1.718544
-1.792089	1.676057
-2.138340	1.457486
2.486242	0.234852
1.123737	1.334768
0.937902	1.807471
1.116442	1.328147
-0.373156	2.214755
1.244992	1.021841
-2.727516	1.025705
2.010032	-0.040180
0.120449	0.179784
2.139807	0.042395
0.558607	-0.199981
-1.945637	1.618581
-2.753374	1.008113
2.056733	-0.014968
0.139844	0.148220
2.288738	0.130336
-0.059377	1.498563
1.219189	-0.303605
-1.796290	1.712505
-1.830400	1.656648
-2.440483	1.243440
1.902214	-0.099287
0.247175	0.051686
2.814282	0.485285
0.050376	2.148988
1.176129	1.087233
-2.186593	1.423294
2.331210	0.135460
1.000603	1.764747
1.110714	1.331384
-0.074824	2.206952
1.171739	1.095599
-2.039159	1.523018
2.828195	0.475156
0.042488	2.151763
1.180189	1.083690
-2.241414	1.385905
2.186300	0.049472
1.261241	-0.300699
-1.944700	1.619186
-2.699042	1.051406
1.978107	-0.057507
0.137084	0.172420
2.210450	0.082259
3.001063	0.600556
-1.265130	1.977958
-0.025779	1.845078
-0.009450	1.778463
-0.385588	2.079248
1.303180	1.455323
1.130463	1.256782
-0.050947	1.516578
1.356050	-0.287201
-2.429710	1.280927
1.955139	-0.073399
0.161557	0.142871
2.343523	0.162583
1.384098	1.090437
0.907138	-0.262554
-1.571218	1.842604
-0.703548	2.085970
-1.977440	1.605136
-2.876860	0.913849
2.384167	0.179697
1.232715	1.044814
-2.230979	1.390427
2.238987	0.080677
-1.997144	1.547695
3.057306	0.646897
-1.733993	1.737068
-1.551893	1.810298
-0.955633	2.039075
-0.109071	1.179477
0.423542	-0.113295
-2.499014	1.227897
1.899957	-0.099213
0.250951	0.050022
2.835107	0.501158
-0.070592	2.170678
1.197984	1.057462
-2.674501	1.068018
1.945664	-0.074269
0.170667	0.133915
2.393169	0.194454
1.200734	1.084154
-1.816993	1.661285
-2.326288	1.327652
2.025997	-0.037509
0.119403	0.176210
2.144690	0.044445
0.621395	-0.229476
-1.771407	1.726978
-1.719902	1.718034
-1.743750	1.706243
-1.933019	1.590632
-2.910497	0.888636
2.514264	0.263311
1.096254	1.424728
1.334805	1.039186
-0.231107	2.046340
1.273028	1.491434
1.134297	1.272365
-0.116629	1.137623
0.414426	-0.100526
-2.546772	1.191058
1.885340	-0.103155
0.280889	0.019208
2.999356	0.625828
-1.311082	1.957597
-0.042628	1.923060
0.025661	0.412077
1.316045	-0.274080
-2.377118	1.319183
2.026042	-0.038748
0.120446	0.181918
2.144555	0.043047
0.620743	-0.225528
-1.776981	1.722440
-1.699899	1.731362
-1.696266	1.731618
-1.623335	1.773370
-1.299837	1.925050
-0.143822	2.009342
1.014136	1.751193
1.118724	1.330038
0.038973	2.189605
1.163373	1.130599
-1.260383	1.939936
-0.090573	1.973895
-0.621190	2.191057
1.373387	1.058994
-0.038718	1.585520
2.195395	0.053904
1.506505	-0.252470
2.714252	0.414318
0.564069	1.960113
1.142891	1.181258
-0.382312	2.081992
1.283374	1.475171
1.134280	1.264521
-0.093844	1.343029
0.589234	-0.206822
-1.884467	1.656164
-2.343330	1.314752
2.005166	-0.048918
0.123236	0.184138
2.144853	0.043811
0.623268	-0.225371
-1.766125	1.729498
-1.652094	1.758438
-1.456235	1.856424
-0.548784	2.097831
0.906562	1.832724
1.121155	1.324748
-0.781215	2.159929
1.364783	1.332612
1.158056	1.162541
-0.562632	2.089953
0.863501	1.862894
1.110548	1.323405
-1.852060	1.684656
-2.132630	1.460110
2.526174	0.263430
1.082299	1.442459
1.313512	1.025433
-0.879425	2.055233
-0.074575	0.698330
0.717669	-0.240321
-1.664227	1.790475
-1.139837	1.985524
-0.003933	1.785822
-0.308706	2.066364
1.325984	1.424348
1.137554	1.237930
-0.005858	1.741029
-0.917327	2.048635
-0.111969	1.011152
0.435074	-0.112431
-2.487559	1.234660
1.911166	-0.093097
0.227833	0.065588
2.713184	0.413344
0.572969	1.951643
1.149051	1.181027
-0.373111	2.076629
1.302281	1.456943
1.130487	1.257671
-0.054130	1.501493
1.232484	-0.305351
-1.830821	1.692163
-2.076744	1.498094
2.720270	0.398682
0.595250	1.940709
1.151458	1.181620
-0.351940	2.074852
1.312323	1.445762
1.134623	1.251137
-0.031020	1.588430
2.209057	0.060101
2.145489	0.024432
0.474806	-0.153386
-2.247304	1.410564
2.314065	0.126202
0.238230	0.093857
2.591900	0.327941
0.956003	1.644660
1.171976	1.118811
-1.378687	1.889522
-0.318429	2.073297
1.328320	1.407919
1.144565	1.223679
-0.027932	1.851759
-0.007541	1.740643
-0.913705	2.048680
-0.111946	0.963344
0.457423	-0.126357
-2.393170	1.307033
1.994662	-0.053603
0.127864	0.181192
2.164607	0.055412
0.972745	-0.307885
-1.359674	1.948064
-0.068978	1.955726
2.817558	0.496387
0.007714	2.154395
1.185052	1.078830
-2.333205	1.318346
2.029943	-0.035119
0.120224	0.175758
2.151319	0.048532
0.717194	-0.263146
-1.557512	1.849120
-0.639619	2.090346
0.115234	2.177214
1.150076	1.152562
-0.854399	2.063222
-0.040295	0.567226
0.933373	-0.281901
-1.477734	1.890117
-0.322338	2.076042
1.330999	1.406985
1.146874	1.223050
-0.024485	1.852466
-0.004341	1.740163
-0.928761	2.046131
-0.121829	1.080767
0.414789	-0.101314
-2.560405	1.179890
1.884671	-0.104469
0.282995	0.014319
3.008669	0.632005
-1.413857	1.908955
-0.212468	2.041236
1.280540	1.479751
1.134405	1.266693
-0.101540	1.291363
0.507041	-0.163844
-2.154110	1.476882
2.603116	0.316406
0.958903	1.644311
1.174054	1.118602
-1.367917	1.895066
-0.296574	2.070087
1.331900	1.405621
1.147221	1.222071
-0.026433	1.859503
-0.011187	1.681789
-2.136689	1.457344
2.488457	0.236164
1.121299	1.341544
1.136827	1.640716
1.119214	1.320293
-1.742091	1.750301
-1.424293	1.872331
